number,prize_code,prize_category,draw_date
4924,C,Consolation,2021-06-15
4924,C,Consolation,2023-09-26
4924,C,Consolation,2026-07-04
4925,1,First,2022-04-22
4925,S,Starter,2001-07-28
4925,S,Starter,2007-05-08
4925,S,Starter,2020-01-11
4925,S,Starter,2021-03-27
4925,S,Starter,1991-10-11
4925,S,Starter,1995-08-04
4925,C,Consolation,1998-07-04
4925,C,Consolation,2004-05-11
4925,C,Consolation,1988-12-17
4925,C,Consolation,2011-08-30
4925,C,Consolation,1989-12-02
4925,C,Consolation,2016-05-27
4925,C,Consolation,2017-01-03
4925,C,Consolation,2020-01-07
4925,C,Consolation,2022-10-11
4925,C,Consolation,2023-03-28
4926,3,Third,2016-06-14
4926,S,Starter,2002-06-11
4926,S,Starter,2008-04-11
4926,S,Starter,2008-11-14
4926,S,Starter,2012-04-13
4926,S,Starter,2014-06-07
4926,S,Starter,1989-12-01
4926,S,Starter,2015-07-21
4926,S,Starter,1996-03-05
4926,C,Consolation,2002-09-20
4926,C,Consolation,2005-08-16
4926,C,Consolation,2005-12-10
4926,C,Consolation,2014-04-12
4926,C,Consolation,2025-10-07
4926,C,Consolation,1986-12-05
4927,3,Third,1991-09-14
4927,S,Starter,2000-04-04
4927,S,Starter,1987-09-12
4927,S,Starter,2000-10-31
4927,S,Starter,2004-12-24
4927,S,Starter,2007-07-14
4927,S,Starter,2019-05-04
4927,S,Starter,2021-03-06
4927,S,Starter,1992-05-08
4927,C,Consolation,1998-01-30
4927,C,Consolation,2016-04-08
4927,C,Consolation,2022-03-01
4927,C,Consolation,1998-10-06
4928,2,Second,2012-09-29
4928,S,Starter,1998-12-26
4928,S,Starter,1988-10-29
4928,S,Starter,2009-11-17
4928,S,Starter,2010-05-01
4928,S,Starter,2014-09-05
4928,S,Starter,1990-01-12
4928,S,Starter,2015-05-23
4928,S,Starter,2019-06-04
4928,S,Starter,2021-02-05
4928,S,Starter,2021-09-24
4928,S,Starter,2025-12-06
4928,C,Consolation,2005-09-16
4928,C,Consolation,2007-02-17
4928,C,Consolation,2011-03-19
4928,C,Consolation,2012-05-26
4929,2,Second,2018-01-26
4929,3,Third,2017-12-15
4929,S,Starter,1996-01-06
4929,S,Starter,2009-08-15
4929,S,Starter,2011-01-21
4929,S,Starter,2013-10-12
4929,C,Consolation,1996-05-17
4929,C,Consolation,1997-08-02
4929,C,Consolation,1998-09-05
4929,C,Consolation,2007-03-31
4929,C,Consolation,2013-04-16
4930,3,Third,2024-11-19
4930,3,Third,2026-05-29
4930,S,Starter,1999-07-09
4930,S,Starter,2008-07-25
4930,S,Starter,2014-04-04
4930,S,Starter,2018-09-21
4930,S,Starter,2021-03-13
4930,C,Consolation,1998-08-08
4930,C,Consolation,2002-06-11
4930,C,Consolation,2006-10-07
4930,C,Consolation,2007-01-06
4930,C,Consolation,2016-06-11
4930,C,Consolation,2019-10-12
4930,C,Consolation,2024-01-19
4931,1,First,2009-10-31
4931,3,Third,2009-10-13
4931,S,Starter,1997-05-16
4931,S,Starter,2007-01-30
4931,S,Starter,2010-10-15
4931,S,Starter,2025-10-24
4931,S,Starter,1995-08-05
4931,C,Consolation,2000-05-20
4931,C,Consolation,2001-06-23
4931,C,Consolation,2007-06-30
4931,C,Consolation,2009-05-23
4931,C,Consolation,2019-02-01
4931,C,Consolation,1994-01-28
4932,S,Starter,1998-10-09
4932,S,Starter,2001-03-31
4932,S,Starter,2013-05-14
4932,S,Starter,2021-04-03
4932,S,Starter,2022-01-28
4932,S,Starter,2024-12-27
4932,S,Starter,2026-01-27
4932,S,Starter,2026-01-31
4932,S,Starter,1993-01-23
4932,S,Starter,1994-01-01
4932,C,Consolation,1999-07-16
4932,C,Consolation,2003-09-20
4932,C,Consolation,2008-06-20
4932,C,Consolation,2013-10-29
4932,C,Consolation,2014-01-17
4932,C,Consolation,2015-01-03
4932,C,Consolation,2017-09-02
4932,C,Consolation,1991-01-04
4933,1,First,1997-03-01
4933,S,Starter,1996-06-01
4933,S,Starter,1999-11-19
4933,S,Starter,2001-05-18
4933,S,Starter,2009-06-06
4933,S,Starter,2014-05-23
4933,S,Starter,2022-07-05
4933,C,Consolation,2004-01-09
4933,C,Consolation,2010-07-02
4933,C,Consolation,1986-10-11
4934,3,Third,2021-09-18
4934,S,Starter,2005-08-27
4934,S,Starter,2009-11-13
4934,S,Starter,2011-04-08
4934,S,Starter,2015-11-14
4934,S,Starter,2021-03-12
4934,S,Starter,2022-08-23
4934,C,Consolation,1987-05-22
4934,C,Consolation,1997-01-11
4934,C,Consolation,2000-04-07
4934,C,Consolation,2004-12-14
4934,C,Consolation,2005-11-26
4934,C,Consolation,2009-12-01
4934,C,Consolation,2009-12-29
4934,C,Consolation,1989-06-30
4934,C,Consolation,2014-06-03
4934,C,Consolation,2023-11-07
4934,C,Consolation,2025-06-24
4935,1,First,2006-04-01
4935,2,Second,2013-03-15
4935,3,Third,2017-11-25
4935,S,Starter,2003-07-11
4935,S,Starter,2009-10-24
4935,S,Starter,2010-07-03
4935,S,Starter,2011-05-28
4935,S,Starter,1989-10-28
4935,S,Starter,2024-02-17
4935,S,Starter,1998-06-30
4935,C,Consolation,1998-01-24
4935,C,Consolation,2005-11-29
4935,C,Consolation,2018-12-25
4936,2,Second,2019-01-18
4936,S,Starter,1996-11-16
4936,S,Starter,2005-07-29
4936,S,Starter,2010-10-12
4936,S,Starter,2014-01-21
4936,S,Starter,2018-02-16
4936,S,Starter,2018-12-07
4936,S,Starter,2020-11-20
4936,S,Starter,2025-09-23
4936,S,Starter,1993-04-03
4936,C,Consolation,2002-02-02
4936,C,Consolation,2014-05-13
4936,C,Consolation,2014-07-04
4936,C,Consolation,2018-10-05
4936,C,Consolation,2025-02-18
4936,C,Consolation,1992-06-13
4937,3,Third,2023-03-28
4937,3,Third,2025-05-06
4937,S,Starter,1999-10-23
4937,S,Starter,2000-05-26
4937,S,Starter,2002-12-20
4937,S,Starter,1988-03-12
4937,S,Starter,2003-10-14
4937,S,Starter,2006-07-28
4937,S,Starter,2019-09-06
4937,S,Starter,2022-09-09
4937,S,Starter,1992-04-18
4937,C,Consolation,2010-02-27
4937,C,Consolation,2010-07-09
4937,C,Consolation,1989-08-12
4937,C,Consolation,2013-02-19
4937,C,Consolation,2013-09-03
4937,C,Consolation,2015-05-08
4937,C,Consolation,2018-01-12
4937,C,Consolation,2023-07-14
4937,C,Consolation,2026-06-26
4938,2,Second,2014-02-14
4938,S,Starter,2008-10-28
4938,S,Starter,2011-06-24
4938,S,Starter,2017-02-25
4938,S,Starter,2018-12-07
4938,S,Starter,2022-02-05
4938,S,Starter,1997-08-05
4938,C,Consolation,2008-05-06
4938,C,Consolation,1989-06-03
4938,C,Consolation,1992-10-10
4938,C,Consolation,1995-07-29
4939,2,Second,1988-04-22
4939,3,Third,2017-07-29
4939,S,Starter,1997-04-05
4939,S,Starter,1997-04-25
4939,S,Starter,1998-05-29
4939,S,Starter,2025-12-23
4939,S,Starter,1994-07-08
4939,S,Starter,1995-03-04
4939,C,Consolation,1997-10-18
4939,C,Consolation,2001-01-05
4939,C,Consolation,2005-02-18
4939,C,Consolation,2006-12-01
4939,C,Consolation,2011-07-19
4939,C,Consolation,2011-08-09
4939,C,Consolation,2017-08-26
4939,C,Consolation,2018-08-28
4939,C,Consolation,2021-10-26
4940,2,Second,2019-08-24
4940,S,Starter,1996-05-25
4940,S,Starter,2001-03-13
4940,S,Starter,2008-09-05
4940,S,Starter,2009-07-10
4940,S,Starter,2009-07-31
4940,S,Starter,2009-08-04
4940,S,Starter,2014-10-10
4940,C,Consolation,2013-01-15
4940,C,Consolation,2021-03-20
4940,C,Consolation,2021-12-25
4940,C,Consolation,2025-05-24
4941,1,First,2007-07-06
4941,1,First,2021-02-06
4941,2,Second,2025-01-25
4941,S,Starter,1996-05-10
4941,S,Starter,1999-02-20
4941,S,Starter,1999-06-11
4941,S,Starter,2004-02-24
4941,S,Starter,2015-11-28
4941,S,Starter,2016-11-15
4941,S,Starter,2022-11-18
4941,S,Starter,1992-03-14
4941,C,Consolation,1998-04-25
4941,C,Consolation,2004-12-03
4941,C,Consolation,2018-11-17
4941,C,Consolation,1993-10-22
4942,1,First,2003-05-06
4942,1,First,2011-03-22
4942,3,Third,2011-01-08
4942,S,Starter,2010-03-30
4942,S,Starter,2015-08-28
4942,S,Starter,2019-11-02
4942,C,Consolation,1999-05-22
4942,C,Consolation,2004-09-17
4942,C,Consolation,2004-10-22
4942,C,Consolation,2009-09-18
4942,C,Consolation,2014-06-27
4942,C,Consolation,2016-12-10
4942,C,Consolation,2019-01-18
4942,C,Consolation,2022-07-08
4942,C,Consolation,2023-08-19
4942,C,Consolation,1994-01-15
4943,2,Second,2021-04-16
4943,3,Third,2005-06-03
4943,S,Starter,2006-06-30
4943,S,Starter,2008-05-13
4943,S,Starter,2011-05-03
4943,S,Starter,2011-08-12
4943,S,Starter,2012-08-18
4943,S,Starter,1991-06-07
4943,C,Consolation,1997-01-10
4943,C,Consolation,2019-02-02
4943,C,Consolation,2021-08-13
4943,C,Consolation,2026-03-10
4944,S,Starter,1996-04-12
4944,S,Starter,2002-05-24
4944,S,Starter,2002-06-22
4944,S,Starter,2010-05-08
4944,S,Starter,2025-02-28
4944,S,Starter,2025-12-12
4944,C,Consolation,2003-06-17
4944,C,Consolation,2008-08-02
4944,C,Consolation,2013-01-25
4944,C,Consolation,1990-05-19
4944,C,Consolation,1993-11-13
4945,1,First,2019-02-26
4945,1,First,2019-12-31
4945,3,Third,2002-10-26
4945,S,Starter,2001-08-10
4945,S,Starter,2021-05-11
4945,S,Starter,2023-01-21
4945,S,Starter,1994-06-04
4945,C,Consolation,2006-08-08
4945,C,Consolation,2007-03-30
4945,C,Consolation,2007-06-29
4945,C,Consolation,2008-02-23
4945,C,Consolation,2016-01-26
4945,C,Consolation,2016-09-20
4945,C,Consolation,2023-05-09
4945,C,Consolation,1991-06-08
4946,2,Second,2024-03-12
4946,2,Second,1992-12-26
4946,3,Third,2004-03-20
4946,3,Third,2009-04-24
4946,S,Starter,1997-11-29
4946,S,Starter,1999-04-17
4946,S,Starter,2000-07-01
4946,S,Starter,2000-10-10
4946,S,Starter,2003-05-10
4946,S,Starter,1988-05-21
4946,S,Starter,1988-06-03
4946,S,Starter,2005-02-08
4946,S,Starter,2006-10-07
4946,S,Starter,2009-08-21
4946,S,Starter,1989-05-20
4946,S,Starter,2014-09-06
4946,S,Starter,2014-12-19
4946,S,Starter,1991-01-25
4946,C,Consolation,1996-05-04
4946,C,Consolation,1999-07-31
4946,C,Consolation,2003-09-20
4946,C,Consolation,2017-02-14
4946,C,Consolation,2021-07-20
4946,C,Consolation,2022-12-09
4946,C,Consolation,2022-12-23
4947,1,First,2005-11-08
4947,2,Second,2007-08-24
4947,S,Starter,2000-01-29
4947,S,Starter,2014-03-14
4947,S,Starter,1994-06-17
4947,C,Consolation,1987-11-28
4947,C,Consolation,2004-01-03
4947,C,Consolation,2008-03-15
4947,C,Consolation,2022-08-26
4947,C,Consolation,1994-08-27
4948,2,Second,2008-01-25
4948,S,Starter,1987-11-13
4948,S,Starter,2005-09-20
4948,S,Starter,2006-09-09
4948,S,Starter,2019-07-26
4948,S,Starter,2020-03-27
4948,S,Starter,1993-11-19
4948,S,Starter,1994-09-30
4948,C,Consolation,1999-03-13
4948,C,Consolation,2016-01-26
4949,1,First,2018-10-20
4949,2,Second,2015-10-16
4949,3,Third,2004-07-10
4949,S,Starter,2005-07-12
4949,S,Starter,1988-10-22
4949,S,Starter,2018-09-25
4949,S,Starter,2021-09-07
4949,S,Starter,1991-07-26
4949,C,Consolation,2006-08-19
4949,C,Consolation,1988-10-14
4949,C,Consolation,2021-08-21
4949,C,Consolation,1993-02-06
4949,C,Consolation,1995-05-27
4949,C,Consolation,1997-06-03
4950,1,First,2002-07-23
4950,S,Starter,2016-03-19
4950,S,Starter,2016-11-18
4950,S,Starter,2016-12-27
4950,S,Starter,2021-02-09
4950,S,Starter,2024-09-24
4950,C,Consolation,1999-07-16
4950,C,Consolation,2005-05-17
4950,C,Consolation,2007-10-02
4950,C,Consolation,2014-08-30
4950,C,Consolation,2020-02-08
4950,C,Consolation,2025-09-30
4951,2,Second,2009-08-28
4951,2,Second,2015-11-20
4951,3,Third,2006-01-20
4951,S,Starter,2005-11-01
4951,S,Starter,2010-08-06
4951,C,Consolation,2008-01-15
4951,C,Consolation,2014-09-02
4951,C,Consolation,2021-01-09
4952,1,First,2002-11-02
4952,1,First,2017-07-07
4952,S,Starter,2001-01-13
4952,S,Starter,2010-04-06
4952,S,Starter,2011-01-15
4952,S,Starter,2023-05-19
4952,S,Starter,2025-02-25
4952,C,Consolation,2001-01-20
4952,C,Consolation,2009-09-26
4952,C,Consolation,2013-07-12
4952,C,Consolation,2023-08-05
4952,C,Consolation,2025-09-27
4953,1,First,2005-10-07
4953,1,First,2008-12-13
4953,2,Second,2021-04-17
4953,3,Third,2005-02-05
4953,S,Starter,2010-10-16
4953,S,Starter,2012-06-23
4953,S,Starter,2020-01-14
4953,S,Starter,2022-03-25
4953,S,Starter,2026-02-17
4953,C,Consolation,2005-12-16
4953,C,Consolation,2010-08-20
4953,C,Consolation,2019-06-04
4953,C,Consolation,2019-08-24
4953,C,Consolation,1991-06-28
4954,S,Starter,2003-05-02
4954,S,Starter,2005-07-02
4954,S,Starter,2009-04-10
4954,S,Starter,2014-03-21
4954,S,Starter,2016-01-16
4954,S,Starter,2016-02-19
4954,S,Starter,2018-04-27
4954,S,Starter,2024-08-27
4954,C,Consolation,1997-07-19
4954,C,Consolation,1997-08-30
4954,C,Consolation,2018-09-21
4955,S,Starter,2014-01-11
4955,S,Starter,2018-01-20
4955,S,Starter,2020-03-17
4955,S,Starter,1991-05-03
4955,S,Starter,1992-06-27
4955,C,Consolation,2001-12-18
4955,C,Consolation,2007-12-25
4955,C,Consolation,2010-12-25
4955,C,Consolation,2016-10-22
4956,1,First,1989-06-10
4956,1,First,1995-09-09
4956,2,Second,2017-01-27
4956,2,Second,2025-09-27
4956,3,Third,2008-04-04
4956,S,Starter,2013-10-11
4956,S,Starter,2015-06-26
4956,S,Starter,2015-11-03
4956,S,Starter,1995-10-07
4956,C,Consolation,1996-04-13
4956,C,Consolation,2002-08-24
4956,C,Consolation,2005-07-09
4956,C,Consolation,2019-06-08
4956,C,Consolation,2022-03-29
4957,2,Second,2009-08-11
4957,S,Starter,2003-02-01
4957,S,Starter,2003-12-06
4957,S,Starter,1988-12-31
4957,S,Starter,1989-06-30
4957,S,Starter,2014-10-04
4957,S,Starter,2018-03-06
4957,S,Starter,2021-03-09
4957,S,Starter,1990-12-01
4957,S,Starter,1995-06-03
4957,C,Consolation,1999-03-05
4957,C,Consolation,1999-03-26
4957,C,Consolation,1999-05-22
4957,C,Consolation,2002-12-21
4957,C,Consolation,2016-01-15
4957,C,Consolation,2017-02-07
4957,C,Consolation,1990-04-20
4957,C,Consolation,2019-04-16
4957,C,Consolation,2024-05-28
4958,1,First,2004-07-03
4958,3,Third,1991-05-17
4958,S,Starter,1987-07-11
4958,S,Starter,2007-06-02
4958,S,Starter,2007-06-22
4958,S,Starter,2013-07-12
4958,S,Starter,2023-10-31
4958,C,Consolation,2017-06-09
4958,C,Consolation,2022-07-15
4958,C,Consolation,2026-07-18
4959,1,First,2007-05-15
4959,3,Third,2018-05-25
4959,S,Starter,2017-10-24
4959,C,Consolation,2000-08-11
4959,C,Consolation,2001-06-15
4959,C,Consolation,2006-07-11
4959,C,Consolation,2008-04-22
4959,C,Consolation,2014-07-22
4959,C,Consolation,2024-10-11
4959,C,Consolation,1987-02-07
4960,S,Starter,2000-12-05
4960,S,Starter,2012-08-11
4960,S,Starter,2012-09-25
4960,S,Starter,2013-10-19
4960,S,Starter,2019-02-05
4960,S,Starter,2020-03-31
4960,S,Starter,2026-01-24
4960,S,Starter,1993-02-13
4960,S,Starter,1994-07-23
4960,C,Consolation,2003-03-04
4960,C,Consolation,2012-04-10
4960,C,Consolation,2020-01-21
4961,3,Third,2000-05-06
4961,S,Starter,1997-05-17
4961,S,Starter,2008-09-20
4961,S,Starter,2011-03-25
4961,S,Starter,2023-03-25
4961,S,Starter,2024-07-05
4961,C,Consolation,1989-03-11
4961,C,Consolation,2009-12-01
4961,C,Consolation,2010-12-25
4961,C,Consolation,1989-08-26
4961,C,Consolation,2013-04-05
4961,C,Consolation,2016-12-13
4961,C,Consolation,2017-05-09
4961,C,Consolation,1990-05-26
4961,C,Consolation,2018-07-20
4961,C,Consolation,2020-12-12
4961,C,Consolation,1992-05-01
4962,2,Second,2005-06-25
4962,S,Starter,2000-09-02
4962,S,Starter,2001-05-05
4962,S,Starter,2020-12-08
4962,C,Consolation,1998-07-04
4962,C,Consolation,2003-07-29
4962,C,Consolation,2006-02-14
4962,C,Consolation,2007-11-27
4962,C,Consolation,2018-01-19
4962,C,Consolation,2021-02-09
4962,C,Consolation,2023-06-03
4963,1,First,2020-08-04
4963,2,Second,2020-03-20
4963,S,Starter,2004-05-04
4963,S,Starter,2012-07-03
4963,S,Starter,2017-11-14
4963,C,Consolation,1999-07-17
4963,C,Consolation,2003-06-10
4963,C,Consolation,2004-08-21
4963,C,Consolation,2006-06-17
4963,C,Consolation,1988-09-24
4963,C,Consolation,2009-06-09
4963,C,Consolation,2013-03-19
4963,C,Consolation,2014-05-20
4963,C,Consolation,2016-10-22
4963,C,Consolation,2021-10-29
4964,2,Second,2006-07-04
4964,2,Second,1994-11-12
4964,3,Third,2019-03-12
4964,S,Starter,2005-07-08
4964,S,Starter,2009-01-30
4964,S,Starter,2022-02-22
4964,S,Starter,2026-06-26
4964,S,Starter,1995-09-30
4964,C,Consolation,2011-12-10
4964,C,Consolation,2012-11-13
4964,C,Consolation,2014-09-26
4964,C,Consolation,2025-12-12
4964,C,Consolation,2026-04-04
4964,C,Consolation,1987-01-02
4964,C,Consolation,1992-09-19
4965,1,First,1997-06-13
4965,3,Third,1991-01-11
4965,S,Starter,1996-10-19
4965,S,Starter,2000-04-08
4965,S,Starter,2000-06-02
4965,S,Starter,2006-04-08
4965,S,Starter,1989-09-01
4965,S,Starter,1994-07-05
4965,C,Consolation,1987-09-18
4965,C,Consolation,2012-03-02
4965,C,Consolation,2015-04-10
4965,C,Consolation,2017-04-21
4965,C,Consolation,2017-05-26
4965,C,Consolation,2019-05-28
4965,C,Consolation,2025-08-15
4965,C,Consolation,2025-11-07
4965,C,Consolation,2026-02-24
4965,C,Consolation,1992-01-10
4965,C,Consolation,1993-01-08
4965,C,Consolation,1995-12-22
4966,1,First,2013-08-02
4966,2,Second,2022-06-21
4966,2,Second,2024-11-15
4966,3,Third,2009-02-21
4966,S,Starter,2010-05-25
4966,S,Starter,2013-08-31
4966,S,Starter,2021-01-16
4966,S,Starter,2021-04-24
4966,S,Starter,2021-09-11
4966,C,Consolation,1996-12-13
4966,C,Consolation,2002-03-05
4966,C,Consolation,2002-04-27
4966,C,Consolation,2003-03-28
4966,C,Consolation,2011-03-12
4966,C,Consolation,2020-02-21
4967,S,Starter,1996-11-29
4967,S,Starter,2005-02-05
4967,S,Starter,1989-12-30
4967,S,Starter,1990-10-26
4967,S,Starter,2021-05-29
4967,S,Starter,1995-10-14
4967,C,Consolation,2005-02-22
4967,C,Consolation,2009-08-11
4967,C,Consolation,2011-12-09
4967,C,Consolation,2019-01-19
4967,C,Consolation,2023-06-02
4967,C,Consolation,1992-02-15
4968,3,Third,2007-10-16
4968,3,Third,2012-10-30
4968,3,Third,1989-09-08
4968,S,Starter,1988-01-08
4968,S,Starter,1988-12-10
4968,S,Starter,2014-11-29
4968,S,Starter,2023-07-01
4968,C,Consolation,2000-05-26
4968,C,Consolation,2006-03-03
4968,C,Consolation,1989-01-28
4968,C,Consolation,2010-05-15
4968,C,Consolation,1990-04-07
4969,1,First,1990-06-29
4969,S,Starter,1998-03-20
4969,S,Starter,2006-07-08
4969,S,Starter,2020-12-25
4969,S,Starter,2021-02-23
4969,S,Starter,2021-11-30
4969,S,Starter,2022-01-21
4969,S,Starter,1993-04-10
4969,C,Consolation,2018-01-23
4970,S,Starter,1999-11-13
4970,S,Starter,2004-09-10
4970,S,Starter,2007-01-20
4970,S,Starter,1989-03-03
4970,S,Starter,2012-06-16
4970,S,Starter,2015-12-05
4970,C,Consolation,2001-05-04
4970,C,Consolation,2003-03-15
4970,C,Consolation,2004-08-21
4970,C,Consolation,2012-09-11
4970,C,Consolation,2012-09-28
4970,C,Consolation,2014-07-18
4970,C,Consolation,2016-07-08
4970,C,Consolation,1995-08-26
4971,2,Second,2023-01-27
4971,S,Starter,1998-02-06
4971,S,Starter,2001-12-21
4971,S,Starter,1988-05-27
4971,S,Starter,2013-08-09
4971,S,Starter,2015-04-14
4971,S,Starter,2017-06-13
4971,S,Starter,2024-01-12
4971,S,Starter,2024-04-13
4971,C,Consolation,1987-07-04
4971,C,Consolation,1987-09-04
4971,C,Consolation,2001-01-30
4971,C,Consolation,1988-10-15
4971,C,Consolation,2007-05-18
4971,C,Consolation,2025-06-28
4972,2,Second,2006-04-28
4972,S,Starter,1989-07-21
4972,S,Starter,2015-12-01
4972,S,Starter,2020-08-11
4972,S,Starter,1994-09-30
4972,C,Consolation,1987-09-18
4972,C,Consolation,2005-08-09
4972,C,Consolation,2006-09-26
4972,C,Consolation,2007-12-21
4972,C,Consolation,2011-12-03
4972,C,Consolation,2013-02-12
4972,C,Consolation,2016-10-22
4972,C,Consolation,2021-04-06
4972,C,Consolation,2023-06-16
4972,C,Consolation,2023-07-15
4973,1,First,2010-12-25
4973,1,First,2015-07-10
4973,2,Second,2022-09-03
4973,3,Third,2013-11-08
4973,S,Starter,1999-09-24
4973,S,Starter,2004-05-29
4973,S,Starter,2018-10-26
4973,S,Starter,2019-03-22
4973,S,Starter,2020-06-23
4973,S,Starter,2021-02-12
4973,S,Starter,1991-02-01
4973,C,Consolation,2006-04-25
4973,C,Consolation,2017-06-23
4973,C,Consolation,2020-01-10
4973,C,Consolation,2023-10-14
4973,C,Consolation,2024-09-10
4973,C,Consolation,2025-03-04
4974,S,Starter,2001-12-07
4974,S,Starter,2011-01-01
4974,S,Starter,2016-07-16
4974,S,Starter,2016-10-11
4974,S,Starter,2017-12-15
4974,S,Starter,2023-11-10
4974,S,Starter,1993-05-08
4974,C,Consolation,1998-11-14
4974,C,Consolation,2009-12-26
4974,C,Consolation,2012-01-27
4974,C,Consolation,2017-03-21
4974,C,Consolation,2018-07-31
4974,C,Consolation,2018-10-02
4974,C,Consolation,2018-10-20
4974,C,Consolation,2022-04-22
4974,C,Consolation,2022-06-11
4975,2,Second,1999-10-16
4975,2,Second,2022-03-26
4975,2,Second,1994-05-03
4975,S,Starter,2000-12-15
4975,S,Starter,2008-05-27
4975,S,Starter,2014-03-21
4975,S,Starter,2019-01-15
4975,S,Starter,2021-12-11
4975,S,Starter,2024-06-21
4975,S,Starter,1993-02-20
4975,S,Starter,1996-12-31
4975,C,Consolation,1997-12-06
4975,C,Consolation,2012-06-08
4975,C,Consolation,1990-02-23
4975,C,Consolation,2017-05-23
4975,C,Consolation,2019-11-16
4975,C,Consolation,2021-11-16
4975,C,Consolation,2024-10-29
4976,2,Second,2018-07-31
4976,S,Starter,2005-11-08
4976,S,Starter,2008-12-13
4976,S,Starter,1989-02-04
4976,S,Starter,2016-05-07
4976,S,Starter,1994-02-18
4976,C,Consolation,2005-05-17
4976,C,Consolation,2016-08-09
4977,1,First,1995-10-28
4977,3,Third,2009-03-24
4977,3,Third,2010-10-22
4977,3,Third,2014-12-02
4977,3,Third,2021-11-27
4977,S,Starter,2009-06-30
4977,S,Starter,2010-10-01
4977,S,Starter,2019-02-09
4977,C,Consolation,2007-11-02
4977,C,Consolation,2011-01-29
4977,C,Consolation,2014-07-15
4977,C,Consolation,2021-03-26
4978,S,Starter,1999-12-31
4978,S,Starter,2001-12-01
4978,S,Starter,2008-02-12
4978,S,Starter,2015-10-30
4978,S,Starter,2019-04-05
4978,C,Consolation,2003-04-04
4978,C,Consolation,1995-12-02
4979,2,Second,2001-05-01
4979,S,Starter,1996-03-30
4979,S,Starter,1998-02-27
4979,S,Starter,2002-03-23
4979,S,Starter,2003-01-03
4979,S,Starter,2008-04-05
4979,S,Starter,2008-04-22
4979,S,Starter,2008-10-17
4979,S,Starter,2011-07-01
4979,S,Starter,2012-11-27
4979,S,Starter,2014-01-11
4979,S,Starter,1992-07-10
4979,S,Starter,1993-06-11
4979,S,Starter,1986-06-21
4979,S,Starter,1987-05-02
4979,C,Consolation,2002-06-01
4979,C,Consolation,2011-09-24
4979,C,Consolation,2012-09-15
4979,C,Consolation,2020-07-03
4979,C,Consolation,2023-08-05
4979,C,Consolation,2026-05-09
4979,C,Consolation,1992-11-07
4979,C,Consolation,1996-03-05
4980,2,Second,1990-01-26
4980,S,Starter,2000-10-31
4980,S,Starter,2005-04-22
4980,S,Starter,2007-11-30
4980,S,Starter,2010-09-24
4980,S,Starter,2025-09-27
4980,C,Consolation,2001-09-28
4980,C,Consolation,2016-10-07
4980,C,Consolation,2023-08-15
4980,C,Consolation,2023-10-28
4980,C,Consolation,2025-10-04
4980,C,Consolation,1992-02-14
4980,C,Consolation,1987-02-14
4981,3,Third,2001-06-23
4981,S,Starter,1996-08-23
4981,S,Starter,2005-08-13
4981,S,Starter,2011-07-23
4981,S,Starter,1990-01-19
4981,S,Starter,2019-05-25
4981,S,Starter,2023-06-20
4981,C,Consolation,2005-03-26
4981,C,Consolation,2007-02-09
4981,C,Consolation,2025-05-17
4982,S,Starter,2001-12-21
4982,S,Starter,2013-09-07
4982,S,Starter,2015-02-14
4982,C,Consolation,2002-10-25
4982,C,Consolation,2007-07-20
4982,C,Consolation,2008-03-15
4982,C,Consolation,1992-03-20
4983,1,First,2003-09-02
4983,2,Second,2022-01-21
4983,S,Starter,1990-04-14
4983,S,Starter,2022-11-04
4983,S,Starter,2023-05-30
4983,C,Consolation,1995-02-17
4983,C,Consolation,1995-10-03
4984,S,Starter,1998-10-24
4984,S,Starter,1999-05-21
4984,S,Starter,2004-02-06
4984,S,Starter,2005-05-03
4984,S,Starter,2007-04-03
4984,S,Starter,2014-01-07
4984,S,Starter,2019-12-13
4984,S,Starter,2023-02-04
4984,S,Starter,2024-08-27
4984,S,Starter,2025-07-19
4984,S,Starter,1991-10-11
4984,C,Consolation,2002-01-22
4984,C,Consolation,2025-02-15
4984,C,Consolation,1987-02-27
4984,C,Consolation,1995-07-08
4985,S,Starter,2002-08-03
4985,S,Starter,2004-02-14
4985,S,Starter,2006-04-18
4985,S,Starter,2013-11-02
4985,S,Starter,2017-11-11
4985,S,Starter,2021-05-21
4985,S,Starter,2024-07-13
4985,C,Consolation,2002-02-08
4985,C,Consolation,2006-05-23
4985,C,Consolation,2007-02-20
4985,C,Consolation,2011-08-27
4985,C,Consolation,1989-09-30
4985,C,Consolation,2015-06-19
4985,C,Consolation,2018-07-06
4985,C,Consolation,2019-05-04
4985,C,Consolation,2023-09-12
4985,C,Consolation,2024-01-27
4986,2,Second,2020-11-27
4986,3,Third,2002-01-05
4986,3,Third,2019-04-30
4986,S,Starter,2005-05-20
4986,S,Starter,2007-02-10
4986,S,Starter,2015-06-19
4986,S,Starter,2018-07-06
4986,S,Starter,2025-11-25
4986,S,Starter,1993-12-11
4986,C,Consolation,2013-08-06
4986,C,Consolation,2017-07-22
4986,C,Consolation,2019-11-01
4986,C,Consolation,2021-11-06
4986,C,Consolation,2022-08-19
4986,C,Consolation,2024-10-05
4986,C,Consolation,2026-04-03
4986,C,Consolation,1994-04-05
4987,1,First,2022-07-29
4987,3,Third,2018-02-27
4987,S,Starter,2003-09-19
4987,S,Starter,2004-01-30
4987,S,Starter,2005-05-20
4987,S,Starter,2007-03-23
