number,prize_code,prize_category,draw_date
0000,1,First,2014-10-04
0000,2,Second,2014-09-05
0000,2,Second,2024-11-19
0000,S,Starter,2005-08-20
0000,S,Starter,2006-05-13
0000,S,Starter,2012-01-28
0000,S,Starter,2013-10-25
0000,C,Consolation,2000-11-14
0000,C,Consolation,2002-09-13
0000,C,Consolation,2005-04-12
0000,C,Consolation,2009-06-12
0000,C,Consolation,2011-08-05
0000,C,Consolation,2016-01-19
0000,C,Consolation,2016-02-20
0000,C,Consolation,2020-06-23
0000,C,Consolation,2025-02-22
0000,C,Consolation,2026-03-21
0001,1,First,1994-12-10
0001,2,Second,1988-12-23
0001,2,Second,2021-03-12
0001,S,Starter,2006-04-25
0001,S,Starter,2013-07-13
0001,S,Starter,2015-03-20
0001,S,Starter,1993-11-05
0001,C,Consolation,2013-02-05
0001,C,Consolation,2017-02-24
0001,C,Consolation,2018-08-21
0001,C,Consolation,2019-01-08
0001,C,Consolation,2026-02-06
0002,3,Third,2004-02-06
0002,S,Starter,1987-11-07
0002,S,Starter,2003-02-21
0002,S,Starter,2003-05-06
0002,S,Starter,2004-01-02
0002,S,Starter,2013-02-05
0002,S,Starter,2019-03-15
0002,S,Starter,1998-02-03
0002,C,Consolation,2004-06-12
0002,C,Consolation,1988-06-24
0002,C,Consolation,2005-05-03
0002,C,Consolation,2009-02-07
0002,C,Consolation,2009-10-06
0002,C,Consolation,2014-04-18
0002,C,Consolation,2014-05-24
0003,S,Starter,2001-08-17
0003,S,Starter,2004-01-31
0003,S,Starter,2015-03-21
0003,S,Starter,2015-06-12
0003,S,Starter,2016-08-26
0003,S,Starter,1990-06-22
0003,S,Starter,2020-01-25
0003,S,Starter,1992-01-10
0003,C,Consolation,2008-10-07
0004,S,Starter,2000-05-06
0004,S,Starter,2018-10-16
0004,S,Starter,2023-08-04
0004,S,Starter,1993-05-21
0004,C,Consolation,2003-07-19
0004,C,Consolation,2004-05-04
0004,C,Consolation,2006-12-22
0004,C,Consolation,1993-08-06
0005,1,First,2016-07-02
0005,S,Starter,2001-04-13
0005,S,Starter,2018-04-14
0005,S,Starter,2021-12-28
0005,C,Consolation,1993-07-06
0006,2,Second,1990-05-19
0006,2,Second,2026-04-24
0006,3,Third,2007-01-27
0006,3,Third,2014-04-05
0006,S,Starter,1996-01-27
0006,S,Starter,1997-08-09
0006,S,Starter,1999-12-24
0006,S,Starter,1986-07-19
0006,S,Starter,2018-05-25
0006,S,Starter,2026-07-03
0006,C,Consolation,2002-02-01
0006,C,Consolation,2011-12-06
0006,C,Consolation,2012-08-14
0006,C,Consolation,2013-08-31
0006,C,Consolation,2022-08-02
0006,C,Consolation,1995-05-13
0007,1,First,2001-12-11
0007,3,Third,2009-12-26
0007,3,Third,1995-12-01
0007,S,Starter,2000-06-30
0007,S,Starter,2000-10-03
0007,S,Starter,2005-06-21
0007,S,Starter,2011-06-04
0007,S,Starter,2023-10-13
0007,C,Consolation,1999-02-20
0007,C,Consolation,2002-05-25
0007,C,Consolation,2024-03-09
0008,1,First,2015-03-17
0008,2,Second,2024-02-27
0008,3,Third,2003-06-28
0008,S,Starter,1999-12-11
0008,S,Starter,2009-06-05
0008,S,Starter,2010-04-23
0008,S,Starter,2012-09-07
0008,S,Starter,2024-07-20
0008,C,Consolation,2013-10-15
0008,C,Consolation,2022-01-04
0008,C,Consolation,2023-07-22
0008,C,Consolation,2024-02-16
0008,C,Consolation,1992-10-02
0009,1,First,2007-03-03
0009,3,Third,2008-11-29
0009,S,Starter,2003-03-07
0009,S,Starter,2009-04-04
0009,S,Starter,2015-05-30
0009,C,Consolation,2013-11-01
0009,C,Consolation,2021-06-19
0010,1,First,1987-03-07
0010,3,Third,2024-02-16
0010,S,Starter,1987-07-25
0010,S,Starter,1999-11-27
0010,S,Starter,2003-05-03
0010,S,Starter,2006-08-22
0010,S,Starter,2018-10-02
0010,S,Starter,2025-01-17
0010,C,Consolation,2005-04-12
0010,C,Consolation,2009-03-17
0010,C,Consolation,2013-03-30
0010,C,Consolation,1991-11-02
0010,C,Consolation,1994-07-30
0011,3,Third,1998-06-05
0011,3,Third,2023-01-06
0011,S,Starter,1988-10-01
0011,S,Starter,2014-01-17
0011,C,Consolation,2001-08-21
0011,C,Consolation,2012-11-02
0011,C,Consolation,2016-09-06
0011,C,Consolation,2018-06-12
0011,C,Consolation,2019-09-28
0011,C,Consolation,2019-11-22
0011,C,Consolation,2021-03-19
0012,2,Second,2021-02-19
0012,3,Third,1998-10-31
0012,S,Starter,2000-09-22
0012,S,Starter,2009-05-05
0012,S,Starter,1990-06-08
0012,C,Consolation,2009-05-22
0012,C,Consolation,2011-10-28
0012,C,Consolation,2012-11-10
0012,C,Consolation,2015-07-14
0013,1,First,1997-12-13
0013,1,First,2002-10-19
0013,3,Third,2004-12-28
0013,S,Starter,1988-05-21
0013,S,Starter,2025-11-08
0013,C,Consolation,2000-08-19
0013,C,Consolation,2012-03-06
0013,C,Consolation,2015-12-18
0013,C,Consolation,2016-06-03
0013,C,Consolation,2016-08-13
0013,C,Consolation,2020-08-22
0013,C,Consolation,2023-04-25
0013,C,Consolation,2026-02-17
0014,3,Third,1991-04-20
0014,S,Starter,2015-04-07
0014,S,Starter,2017-05-09
0014,S,Starter,2022-07-22
0014,C,Consolation,2001-08-03
0014,C,Consolation,2012-11-24
0014,C,Consolation,2024-11-05
0014,C,Consolation,2026-06-05
0014,C,Consolation,1994-04-22
0015,2,Second,1998-05-22
0015,3,Third,1994-06-25
0015,S,Starter,2000-08-15
0015,S,Starter,2004-11-06
0015,S,Starter,2006-12-19
0015,S,Starter,2008-05-16
0015,S,Starter,2011-03-15
0015,S,Starter,2014-04-29
0015,S,Starter,2021-03-09
0015,S,Starter,2022-06-25
0015,S,Starter,2023-05-16
0015,S,Starter,1992-08-21
0015,S,Starter,1995-04-08
0015,C,Consolation,2010-04-13
0015,C,Consolation,1986-09-13
0015,C,Consolation,2011-08-19
0015,C,Consolation,2016-05-20
0015,C,Consolation,2016-09-27
0015,C,Consolation,2017-11-14
0015,C,Consolation,2018-06-02
0015,C,Consolation,2023-09-19
0015,C,Consolation,2026-05-23
0016,1,First,1987-12-26
0016,3,Third,1986-08-01
0016,3,Third,2022-08-20
0016,S,Starter,1988-02-13
0016,S,Starter,2013-05-24
0016,S,Starter,2013-07-05
0016,S,Starter,2016-05-10
0016,C,Consolation,1999-11-19
0016,C,Consolation,1987-12-19
0016,C,Consolation,2002-03-19
0016,C,Consolation,2017-03-14
0017,1,First,2000-08-01
0017,S,Starter,2006-09-19
0017,S,Starter,2008-12-02
0017,S,Starter,1989-04-14
0017,S,Starter,2011-08-06
0017,S,Starter,1990-10-05
0017,C,Consolation,2002-04-27
0017,C,Consolation,2002-09-21
0017,C,Consolation,2008-06-03
0017,C,Consolation,2019-12-14
0017,C,Consolation,2026-05-09
0018,3,Third,1991-12-20
0018,S,Starter,1999-07-23
0018,S,Starter,2013-09-14
0018,S,Starter,2014-12-02
0018,S,Starter,1994-04-22
0018,C,Consolation,1999-01-01
0018,C,Consolation,2004-07-24
0018,C,Consolation,2007-01-20
0018,C,Consolation,2014-04-19
0018,C,Consolation,2015-09-05
0018,C,Consolation,2020-01-18
0019,2,Second,2010-08-07
0019,2,Second,2020-01-14
0019,3,Third,2019-03-19
0019,3,Third,1992-01-11
0019,S,Starter,1997-07-05
0019,S,Starter,2000-06-30
0019,S,Starter,2003-01-21
0019,S,Starter,2006-03-28
0019,S,Starter,2009-12-11
0019,S,Starter,2018-05-15
0019,S,Starter,2020-10-20
0019,S,Starter,2025-04-26
0019,S,Starter,1994-07-30
0019,S,Starter,1995-02-24
0019,S,Starter,1995-12-15
0019,C,Consolation,1997-09-26
0019,C,Consolation,2004-01-03
0019,C,Consolation,2014-06-20
0019,C,Consolation,2015-07-17
0019,C,Consolation,1994-05-21
0020,3,Third,1994-08-12
0020,S,Starter,1986-07-18
0020,S,Starter,2012-11-06
0020,S,Starter,2015-09-26
0020,S,Starter,2016-06-17
0020,S,Starter,1990-10-13
0020,S,Starter,1992-10-16
0020,C,Consolation,2000-07-08
0020,C,Consolation,2001-08-28
0020,C,Consolation,2002-10-29
0020,C,Consolation,2004-03-23
0020,C,Consolation,2007-10-16
0020,C,Consolation,2014-04-04
0020,C,Consolation,2016-02-05
0020,C,Consolation,2017-06-27
0020,C,Consolation,2018-07-21
0020,C,Consolation,2019-04-19
0020,C,Consolation,2022-04-26
0021,1,First,1991-11-09
0021,2,Second,2022-02-15
0021,3,Third,2008-04-29
0021,3,Third,1990-07-06
0021,S,Starter,1998-07-03
0021,S,Starter,2003-05-10
0021,S,Starter,2014-11-22
0021,S,Starter,2018-04-27
0021,S,Starter,2020-11-24
0021,S,Starter,1995-12-15
0021,C,Consolation,2007-06-23
0021,C,Consolation,2010-12-18
0021,C,Consolation,2016-05-14
0022,2,Second,2007-12-21
0022,3,Third,2010-07-09
0022,S,Starter,1997-07-19
0022,S,Starter,2008-10-28
0022,S,Starter,2009-04-21
0022,S,Starter,1989-08-25
0022,S,Starter,2016-12-16
0022,S,Starter,2025-10-17
0022,S,Starter,1994-10-04
0022,C,Consolation,2003-03-28
0022,C,Consolation,2008-10-24
0022,C,Consolation,1990-03-23
0023,1,First,2014-11-08
0023,S,Starter,2020-02-21
0023,S,Starter,2021-07-03
0023,C,Consolation,1998-03-14
0023,C,Consolation,2003-07-19
0023,C,Consolation,2015-01-31
0023,C,Consolation,2016-03-29
0023,C,Consolation,2023-07-11
0023,C,Consolation,2024-04-19
0024,S,Starter,2008-05-06
0024,S,Starter,2009-08-29
0024,S,Starter,1989-08-12
0024,S,Starter,2016-05-13
0024,C,Consolation,1987-08-15
0024,C,Consolation,2002-07-19
0024,C,Consolation,2004-08-31
0024,C,Consolation,2006-01-21
0024,C,Consolation,2006-11-21
0024,C,Consolation,2019-03-19
0025,2,Second,2018-02-02
0025,S,Starter,1989-10-07
0025,S,Starter,2017-09-01
0025,S,Starter,2019-07-26
0025,C,Consolation,1987-12-19
0025,C,Consolation,2003-08-08
0025,C,Consolation,2004-06-12
0025,C,Consolation,1989-03-25
0025,C,Consolation,1989-06-02
0025,C,Consolation,2012-08-31
0025,C,Consolation,2017-03-21
0025,C,Consolation,2025-02-22
0026,S,Starter,2002-05-04
0026,S,Starter,2011-05-24
0026,S,Starter,2011-07-26
0026,S,Starter,2022-12-09
0026,S,Starter,2024-06-28
0026,S,Starter,1992-03-14
0026,S,Starter,1993-12-10
0026,C,Consolation,1997-10-04
0026,C,Consolation,1998-01-02
0026,C,Consolation,2012-03-17
0026,C,Consolation,2022-06-03
0026,C,Consolation,1987-02-13
0027,1,First,2023-03-21
0027,S,Starter,2001-01-06
0027,S,Starter,2001-10-26
0027,S,Starter,2004-07-27
0027,S,Starter,1986-08-23
0027,S,Starter,2009-06-02
0027,S,Starter,2012-10-13
0027,S,Starter,2013-12-06
0027,S,Starter,1990-03-30
0027,S,Starter,1992-02-29
0027,C,Consolation,2004-12-17
0027,C,Consolation,1994-01-21
0027,C,Consolation,1994-02-01
0028,1,First,1997-02-08
0028,S,Starter,2018-06-05
0028,S,Starter,2019-07-23
0028,S,Starter,2022-07-01
0028,S,Starter,1986-11-22
0028,S,Starter,2024-09-06
0028,S,Starter,1995-11-24
0028,C,Consolation,1996-06-01
0028,C,Consolation,2010-01-16
0028,C,Consolation,2015-11-17
0028,C,Consolation,2026-07-07
0029,2,Second,2002-12-07
0029,S,Starter,2002-06-25
0029,S,Starter,2022-08-20
0029,S,Starter,2023-07-07
0029,S,Starter,2024-05-14
0029,S,Starter,2025-05-16
0029,S,Starter,1993-04-16
0029,C,Consolation,2001-05-12
0029,C,Consolation,2021-10-22
0030,2,Second,2013-08-27
0030,S,Starter,1986-10-03
0030,S,Starter,2015-04-25
0030,S,Starter,2016-11-11
0030,S,Starter,2025-07-15
0030,C,Consolation,1987-11-28
0030,C,Consolation,2003-01-10
0030,C,Consolation,2006-12-16
0030,C,Consolation,2014-02-01
0030,C,Consolation,2016-12-03
0030,C,Consolation,2023-01-10
0030,C,Consolation,1992-07-24
0030,C,Consolation,1994-02-04
0031,3,Third,2022-09-10
0031,S,Starter,2017-09-12
0031,S,Starter,2022-04-30
0031,S,Starter,1994-06-25
0031,C,Consolation,2004-08-07
0031,C,Consolation,1986-06-06
0031,C,Consolation,2019-11-23
0032,1,First,1999-01-23
0032,2,Second,2018-05-26
0032,3,Third,2008-09-19
0032,3,Third,2025-03-08
0032,S,Starter,2010-01-01
0032,S,Starter,2011-10-22
0032,S,Starter,2015-06-16
0032,S,Starter,1990-04-20
0032,S,Starter,2018-01-05
0032,S,Starter,2021-03-19
0032,S,Starter,1993-07-09
0032,C,Consolation,2004-06-04
0032,C,Consolation,2013-08-03
0032,C,Consolation,2015-07-21
0032,C,Consolation,2019-12-17
0032,C,Consolation,1990-11-16
0033,S,Starter,2008-04-04
0033,S,Starter,2010-03-09
0033,S,Starter,2011-04-26
0033,S,Starter,2014-09-02
0033,S,Starter,2015-06-06
0033,S,Starter,2015-12-01
0033,S,Starter,2019-01-15
0033,C,Consolation,1999-04-16
0033,C,Consolation,2020-12-29
0033,C,Consolation,2024-01-23
0033,C,Consolation,1993-03-05
0033,C,Consolation,1995-11-10
0034,S,Starter,1988-01-02
0034,S,Starter,2004-04-16
0034,S,Starter,2006-05-16
0034,S,Starter,2007-06-15
0034,S,Starter,2008-08-26
0034,S,Starter,2014-10-14
0034,S,Starter,2017-10-21
0034,S,Starter,2025-10-14
0034,S,Starter,1995-03-11
0034,C,Consolation,1987-10-24
0034,C,Consolation,1987-12-05
0034,C,Consolation,2010-02-06
0034,C,Consolation,2015-05-30
0034,C,Consolation,2024-07-09
0034,C,Consolation,1986-11-28
0034,C,Consolation,1994-08-06
0034,C,Consolation,1995-12-01
0035,2,Second,2004-01-27
0035,S,Starter,2008-10-24
0035,S,Starter,1986-09-20
0035,S,Starter,2016-05-07
0035,S,Starter,1991-05-31
0035,C,Consolation,1999-04-10
0035,C,Consolation,2015-10-27
0035,C,Consolation,1990-06-16
0035,C,Consolation,2018-03-31
0036,1,First,1993-02-13
0036,S,Starter,2006-02-11
0036,S,Starter,2008-01-12
0036,S,Starter,2011-11-08
0036,S,Starter,2012-04-17
0036,S,Starter,2016-01-30
0036,S,Starter,1991-06-01
0036,S,Starter,2026-04-14
0036,C,Consolation,2001-05-08
0036,C,Consolation,2014-01-21
0036,C,Consolation,2019-11-05
0036,C,Consolation,2022-04-12
0036,C,Consolation,2023-10-28
0037,2,Second,1989-07-08
0037,2,Second,2020-10-16
0037,S,Starter,2002-02-09
0037,S,Starter,2016-09-10
0037,S,Starter,2018-10-05
0037,S,Starter,2023-05-13
0037,C,Consolation,2000-02-25
0037,C,Consolation,2024-01-20
0037,C,Consolation,1992-03-14
0038,S,Starter,2001-07-07
0038,S,Starter,2007-01-19
0038,S,Starter,2010-01-22
0038,S,Starter,2016-01-02
0038,S,Starter,2025-01-10
0038,S,Starter,1992-02-22
0038,S,Starter,1995-04-15
0038,C,Consolation,1988-04-08
0038,C,Consolation,2012-04-27
0038,C,Consolation,1995-11-04
0039,2,Second,2009-02-17
0039,S,Starter,1996-11-22
0039,S,Starter,2022-08-30
0039,S,Starter,1991-10-25
0039,C,Consolation,2005-12-02
0039,C,Consolation,2007-01-12
0039,C,Consolation,2007-08-14
0039,C,Consolation,2008-11-22
0039,C,Consolation,2009-03-17
0039,C,Consolation,2021-05-07
0039,C,Consolation,1995-01-20
0040,3,Third,2018-02-10
0040,S,Starter,1998-05-29
0040,S,Starter,2005-09-23
0040,S,Starter,1990-03-24
0040,C,Consolation,1998-07-04
0040,C,Consolation,1999-03-27
0040,C,Consolation,2005-10-28
0040,C,Consolation,1993-12-10
0041,1,First,2011-08-19
0041,2,Second,1989-11-03
0041,S,Starter,2001-11-10
0041,S,Starter,2002-06-28
0041,S,Starter,2008-01-08
0041,S,Starter,2008-12-02
0041,S,Starter,2020-02-01
0041,S,Starter,1990-12-29
0041,S,Starter,2022-10-28
0041,S,Starter,2026-02-21
0041,C,Consolation,2024-11-26
0041,C,Consolation,1992-04-24
0041,C,Consolation,1993-07-09
0042,1,First,2019-12-20
0042,2,Second,2016-07-15
0042,2,Second,1992-07-25
0042,S,Starter,1996-03-23
0042,S,Starter,2004-08-27
0042,S,Starter,2013-10-11
0042,C,Consolation,2002-03-19
0042,C,Consolation,2009-05-23
0042,C,Consolation,2011-03-01
0042,C,Consolation,2020-12-26
0042,C,Consolation,2025-07-04
0042,C,Consolation,1992-05-08
0042,C,Consolation,1993-07-24
0042,C,Consolation,1995-01-07
0043,3,Third,2009-12-22
0043,S,Starter,1988-03-11
0043,S,Starter,1989-07-29
0043,S,Starter,2017-07-04
0043,S,Starter,2021-06-04
0043,S,Starter,2022-07-01
0043,S,Starter,2024-08-13
0043,S,Starter,1991-06-15
0043,S,Starter,2025-05-23
0043,S,Starter,2025-12-05
0043,C,Consolation,2001-02-09
0043,C,Consolation,2004-08-17
0043,C,Consolation,2021-02-27
0044,2,Second,2005-12-10
0044,3,Third,2007-10-05
0044,3,Third,2015-01-31
0044,S,Starter,1988-07-08
0044,S,Starter,2005-09-30
0044,S,Starter,2008-04-08
0044,S,Starter,2008-08-30
0044,S,Starter,2010-02-09
0044,S,Starter,2013-01-22
0044,S,Starter,2017-09-09
0044,C,Consolation,1997-11-08
0044,C,Consolation,1998-05-08
0044,C,Consolation,1999-01-22
0044,C,Consolation,2010-02-05
0044,C,Consolation,2010-04-17
0044,C,Consolation,2021-09-21
0044,C,Consolation,1986-12-06
0045,1,First,2003-08-16
0045,S,Starter,2001-10-02
0045,S,Starter,1988-01-15
0045,S,Starter,2006-08-01
0045,S,Starter,2010-02-06
0045,S,Starter,2016-02-12
0045,S,Starter,2016-02-13
0045,S,Starter,2025-05-06
0045,C,Consolation,2002-04-20
0045,C,Consolation,2004-05-11
0045,C,Consolation,2006-12-26
0045,C,Consolation,2007-07-13
0045,C,Consolation,2015-01-30
0045,C,Consolation,2015-05-26
0045,C,Consolation,2017-05-30
0045,C,Consolation,2018-01-16
0046,3,Third,2007-01-20
0046,S,Starter,1987-06-19
0046,S,Starter,2002-02-15
0046,S,Starter,2002-08-31
0046,S,Starter,2003-06-06
0046,S,Starter,2007-09-18
0046,S,Starter,2022-05-27
0046,S,Starter,2025-02-28
0046,S,Starter,2026-04-10
0046,C,Consolation,1998-08-21
0046,C,Consolation,2012-01-31
0046,C,Consolation,2021-06-29
0046,C,Consolation,1993-11-13
0046,C,Consolation,1994-06-18
0047,1,First,2010-03-05
0047,S,Starter,2005-02-12
0047,S,Starter,1989-05-20
0047,S,Starter,2022-02-26
0047,S,Starter,2026-05-09
0047,S,Starter,1992-05-16
0047,C,Consolation,2005-03-01
0047,C,Consolation,2025-05-06
0048,3,Third,2001-04-24
0048,S,Starter,1988-03-25
0048,S,Starter,2009-09-08
0048,S,Starter,2009-11-03
0048,S,Starter,2015-03-24
0048,S,Starter,2016-12-06
0048,S,Starter,2020-02-07
0048,S,Starter,1994-07-02
0048,C,Consolation,2009-06-26
0048,C,Consolation,1989-09-02
0048,C,Consolation,2016-08-16
0048,C,Consolation,2016-11-19
0048,C,Consolation,2017-11-10
0048,C,Consolation,1992-08-15
0049,1,First,2001-10-13
0049,2,Second,2000-04-21
0049,2,Second,2018-06-05
0049,S,Starter,1996-09-27
0049,S,Starter,2004-03-26
0049,S,Starter,1989-03-17
0049,S,Starter,2011-05-20
0049,S,Starter,2013-02-09
0049,S,Starter,2018-06-12
0049,S,Starter,2020-03-20
0049,S,Starter,2022-11-11
0049,S,Starter,2025-06-17
0049,C,Consolation,1998-01-03
0049,C,Consolation,2000-05-12
0049,C,Consolation,2007-04-03
0049,C,Consolation,2007-12-29
0049,C,Consolation,2009-05-01
0049,C,Consolation,2016-07-15
0049,C,Consolation,2018-08-03
0049,C,Consolation,2021-04-13
0049,C,Consolation,2024-10-15
0050,1,First,1989-07-29
0050,1,First,2025-05-09
0050,2,Second,2007-06-22
0050,S,Starter,1996-03-16
0050,S,Starter,1996-03-22
0050,S,Starter,2014-02-25
0050,C,Consolation,2009-01-03
0050,C,Consolation,2023-07-25
0051,3,Third,2023-05-26
0051,S,Starter,1987-11-07
0051,S,Starter,2003-06-24
0051,S,Starter,1989-01-27
0051,S,Starter,2023-10-03
0051,S,Starter,2026-08-01
0051,S,Starter,1995-10-14
0051,C,Consolation,2001-05-04
0051,C,Consolation,2006-03-31
0051,C,Consolation,2007-07-24
0051,C,Consolation,2009-10-23
0051,C,Consolation,2009-11-07
0051,C,Consolation,1989-05-27
0051,C,Consolation,2012-12-21
0051,C,Consolation,2018-10-16
0051,C,Consolation,2021-09-04
0052,1,First,2004-09-25
0052,1,First,1994-09-10
0052,2,Second,2014-01-14
0052,2,Second,1992-02-15
0052,S,Starter,2006-06-02
0052,S,Starter,1994-06-18
0052,C,Consolation,2004-05-21
0052,C,Consolation,2007-01-19
0052,C,Consolation,1989-01-20
0052,C,Consolation,1991-07-20
0053,S,Starter,2003-01-11
0053,S,Starter,2018-07-31
0053,S,Starter,1990-12-21
0053,S,Starter,1992-10-24
0053,S,Starter,1994-11-05
0053,C,Consolation,2004-04-06
0053,C,Consolation,1988-12-23
0053,C,Consolation,2008-11-28
0053,C,Consolation,2012-10-05
0053,C,Consolation,2021-02-05
0053,C,Consolation,1995-12-22
0054,1,First,2003-05-09
0054,S,Starter,2000-05-12
0054,S,Starter,2006-08-01
0054,S,Starter,2009-07-17
0054,S,Starter,2014-09-16
0054,S,Starter,2015-08-15
0054,S,Starter,2023-02-28
0054,S,Starter,2023-07-11
0054,S,Starter,2023-08-22
0054,S,Starter,1994-06-11
0054,S,Starter,1996-09-03
0054,C,Consolation,2008-03-07
0054,C,Consolation,1989-02-10
0054,C,Consolation,2012-01-07
0054,C,Consolation,1990-07-20
0054,C,Consolation,2019-09-27
0054,C,Consolation,2021-03-02
0054,C,Consolation,1990-12-29
0054,C,Consolation,1992-11-27
0055,1,First,2007-04-24
0055,2,Second,2019-03-22
0055,S,Starter,2001-05-22
0055,S,Starter,1989-05-20
0055,S,Starter,2012-09-29
0055,S,Starter,2013-01-12
0055,S,Starter,2022-03-19
0055,S,Starter,2025-10-31
0055,C,Consolation,1998-08-14
0055,C,Consolation,2026-01-23
0056,2,Second,2018-10-20
0056,S,Starter,1997-09-12
0056,S,Starter,2004-08-20
0056,S,Starter,2006-05-26
0056,S,Starter,2008-07-15
0056,S,Starter,1990-04-28
0056,S,Starter,2025-05-16
0056,C,Consolation,2001-05-01
0056,C,Consolation,2012-05-25
0056,C,Consolation,2015-01-20
0056,C,Consolation,2016-02-16
0056,C,Consolation,2021-11-12
0056,C,Consolation,2024-12-17
0057,S,Starter,2006-07-11
0057,S,Starter,2022-02-18
0057,C,Consolation,2009-01-24
0058,2,Second,2022-04-30
0058,S,Starter,1997-09-19
0058,S,Starter,2000-09-15
0058,S,Starter,2016-12-13
0058,C,Consolation,2008-02-26
0058,C,Consolation,2011-10-15
0058,C,Consolation,2019-09-13
0058,C,Consolation,2023-10-14
0058,C,Consolation,2025-02-25
0058,C,Consolation,1993-09-18
0058,C,Consolation,1994-06-11
0058,C,Consolation,1994-02-01
0059,2,Second,1998-11-03
0059,3,Third,2011-02-04
0059,S,Starter,1986-07-11
0059,S,Starter,1988-07-29
0059,S,Starter,2012-10-02
0059,S,Starter,2014-03-04
0059,S,Starter,2023-11-10
0059,S,Starter,1994-04-01
0059,S,Starter,1996-07-02
0059,C,Consolation,2004-09-28
0059,C,Consolation,2008-07-11
0059,C,Consolation,2010-08-20
0059,C,Consolation,2012-12-28
0059,C,Consolation,2017-12-16
0059,C,Consolation,2023-04-04
0059,C,Consolation,2024-04-19
0059,C,Consolation,2024-12-20
0060,3,Third,2013-09-21
0060,S,Starter,2003-04-18
0060,S,Starter,2020-10-24
0060,S,Starter,2026-04-03
0060,C,Consolation,2002-02-26
0060,C,Consolation,2002-09-20
0060,C,Consolation,2013-02-02
0060,C,Consolation,2021-05-04
0060,C,Consolation,2021-05-18
0060,C,Consolation,1991-09-07
0061,S,Starter,2000-07-07
0061,S,Starter,2007-02-20
0061,S,Starter,2011-10-28
0061,S,Starter,2019-06-01
0061,C,Consolation,2000-09-02
0061,C,Consolation,2004-09-07
0061,C,Consolation,2005-03-15
0061,C,Consolation,2015-05-01
0061,C,Consolation,2023-10-14
0061,C,Consolation,1994-03-18
0062,1,First,1998-01-23
0062,2,Second,2013-10-29
0062,2,Second,2016-06-04
0062,3,Third,2021-11-05
0062,S,Starter,1998-03-20
0062,S,Starter,2014-02-15
0062,S,Starter,1986-11-28
0062,S,Starter,1994-09-06
0062,C,Consolation,1996-08-23
0062,C,Consolation,2004-04-23
0062,C,Consolation,2020-01-14
0062,C,Consolation,2020-12-26
0062,C,Consolation,2026-06-19
0063,2,Second,2018-11-09
0063,3,Third,2010-03-20
0063,3,Third,2021-04-09
0063,S,Starter,2015-03-24
0063,S,Starter,2020-08-11
0063,C,Consolation,2005-09-03
0063,C,Consolation,1986-10-31
0064,1,First,2016-01-29
0064,3,Third,2021-11-23
0064,S,Starter,2003-01-24
0064,S,Starter,1990-01-26
0064,S,Starter,2016-09-13
0064,S,Starter,2018-07-13
0064,S,Starter,1990-09-01
0064,S,Starter,1986-11-01
0064,S,Starter,1993-08-31
0064,C,Consolation,2002-12-28
0064,C,Consolation,2004-11-16
0064,C,Consolation,1986-09-19
0064,C,Consolation,2018-05-26
0064,C,Consolation,1993-04-23
0065,1,First,1991-01-18
0065,3,Third,1997-06-06
0065,S,Starter,1999-09-10
0065,S,Starter,2001-02-02
0065,S,Starter,2003-04-11
0065,S,Starter,2011-05-24
0065,S,Starter,2025-08-26
0065,C,Consolation,1997-04-18
0065,C,Consolation,2002-04-20
0066,S,Starter,2004-02-10
0066,S,Starter,2014-12-06
0066,S,Starter,2019-01-18
0066,S,Starter,1996-12-03
0066,C,Consolation,2007-03-13
0066,C,Consolation,2008-01-25
0066,C,Consolation,2010-07-03
0066,C,Consolation,2021-05-15
0066,C,Consolation,1995-11-10
0067,3,Third,2018-11-13
0067,3,Third,2023-11-04
0067,S,Starter,2001-12-29
0067,S,Starter,2005-10-01
0067,S,Starter,2008-01-04
0067,S,Starter,2010-01-22
0067,C,Consolation,1999-12-10
0067,C,Consolation,2007-03-17
0067,C,Consolation,2015-10-06
0067,C,Consolation,1990-04-20
0067,C,Consolation,2018-08-10
0067,C,Consolation,2019-05-11
0067,C,Consolation,2021-04-30
0068,2,Second,1990-02-09
0068,3,Third,2012-12-29
0068,S,Starter,1997-05-23
0068,S,Starter,2008-12-16
0068,S,Starter,2020-07-11
0068,C,Consolation,2013-04-09
0068,C,Consolation,1993-09-18
0068,C,Consolation,1993-12-18
0069,3,Third,2009-05-16
0069,S,Starter,1998-06-06
0069,S,Starter,1999-01-22
0069,S,Starter,2013-12-24
0069,S,Starter,2021-11-20
0069,C,Consolation,2001-11-06
0069,C,Consolation,2008-07-29
0069,C,Consolation,2013-07-19
0069,C,Consolation,2022-09-10
0069,C,Consolation,1991-04-12
0069,C,Consolation,2025-10-17
0070,1,First,2017-11-07
0070,S,Starter,1999-06-26
0070,S,Starter,2005-06-24
0070,S,Starter,2013-11-30
0070,C,Consolation,2002-02-15
0070,C,Consolation,1988-03-26
0070,C,Consolation,2005-08-30
0070,C,Consolation,2011-08-02
0070,C,Consolation,2015-01-16
0070,C,Consolation,2020-12-01
0070,C,Consolation,1992-06-20
0070,C,Consolation,1992-09-25
0071,1,First,2008-06-06
0071,2,Second,2012-07-13
0071,2,Second,2022-06-10
0071,S,Starter,2003-03-21
0071,S,Starter,2011-12-03
0071,S,Starter,2013-07-09
0071,S,Starter,2016-06-11
0071,S,Starter,2024-07-05
